ID,Full Guideline,Slogan,Restructured,Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,Guideline + Slogan
D043.036,"A/B testing for gamification strategies: Implement A/B testing to com- pare different approaches to gamification, assessing which methods most pos- itively influence user behavior and dashboard utility. This testing can help refine game design elements to better suit user preferences and enhance en- gagement",A/B testing for gamification strategies,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"A/B testing for gamification strategies: A/B testing for gamification strategies: Implement A/B testing to com- pare different approaches to gamification, assessing which methods most pos- itively influence user behavior and dashboard utility. This testing can help refine game design elements to better suit user preferences and enhance en- gagement"
D043.037,Employ platforms like Power Apps to expedite the development and deployment of custom dashboards,Use of Power Apps,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Use of Power Apps: Employ platforms like Power Apps to expedite the development and deployment of custom dashboards
D043.038,"Rapid development of gamified features: Use Power Apps to quickly prototype gamification components such as leaderboards, points systems, or custom rewards. This allows for immediate testing and refinement based on user feedback",Rapid development of gamified features:,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Rapid development of gamified features:: Rapid development of gamified features: Use Power Apps to quickly prototype gamification components such as leaderboards, points systems, or custom rewards. This allows for immediate testing and refinement based on user feedback"
D043.039,"Easy integration and scalability: Power Apps supports seamless integra- tion with other Microsoft services, making it easier to scale gamification fea- tures across different parts of the organization. This compatibility ensures that gamified elements can grow with user demand and organizational needs.",Easy integration and scalability,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Easy integration and scalability: Easy integration and scalability: Power Apps supports seamless integra- tion with other Microsoft services, making it easier to scale gamification fea- tures across different parts of the organization. This compatibility ensures that gamified elements can grow with user demand and organizational needs."
D043.040,"Customizability: The platforms flexibility allows developers to tailor gami- fication elements to the specific needs and preferences of their user base, en- suring a more engaging and relevant user experience.",Customizability,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Customizability: Customizability: The platforms flexibility allows developers to tailor gami- fication elements to the specific needs and preferences of their user base, en- suring a more engaging and relevant user experience."
D043.041,"Explore the integration of Artificial Intelligence (AI) to automate complex data pro- cesses, enhance predictive analytics, and personalize user interactions.",Integrating Artificial Intelligence,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Integrating Artificial Intelligence: Explore the integration of Artificial Intelligence (AI) to automate complex data pro- cesses, enhance predictive analytics, and personalize user interactions."
D043.042,"Personalized challenges: AI can analyze user behavior to tailor challenges and tasks to individual capabilities and improvement areas, ensuring that gamification elements are engaging and appropriate for each user",Personalized challenges,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Personalized challenges: Personalized challenges: AI can analyze user behavior to tailor challenges and tasks to individual capabilities and improvement areas, ensuring that gamification elements are engaging and appropriate for each user"
D043.043,"Dynamic leaderboards: Use AI to dynamically adjust leaderboards based on real-time performance data and user engagement levels, creating a more competitive and motivating environment.",Dynamic leaderboards,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Dynamic leaderboards: Dynamic leaderboards: Use AI to dynamically adjust leaderboards based on real-time performance data and user engagement levels, creating a more competitive and motivating environment."
D043.044,"Automated rewards and feedback: Implement AI systems to automati- cally distribute rewards based on user achievements and provide instant feed- back, enhancing the immediacy and relevance of gamified interactions.",Automated rewards and feedback,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Automated rewards and feedback: Automated rewards and feedback: Implement AI systems to automati- cally distribute rewards based on user achievements and provide instant feed- back, enhancing the immediacy and relevance of gamified interactions."
D043.045,Consider the overarching goals and context of the dashboard when integrating gamifi- cation elements. Ensure that these elements enhance user engagement meaningfully without compromising the dashboard’s functionality or cluttering the user interface.,Strategic integration of gamification,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Strategic integration of gamification: Consider the overarching goals and context of the dashboard when integrating gamifi- cation elements. Ensure that these elements enhance user engagement meaningfully without compromising the dashboard’s functionality or cluttering the user interface.
D043.046,"Context-specific design: Tailor gamification strategies to fit the particular context of the dashboard and its users. For instance, a dashboard used primar- ily for tracking performance metrics might benefit from competitive elements like leaderboards, while one used for educational purposes might better utilize achievement systems to encourage learning and retention.",Context-specific design,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Context-specific design: Context-specific design: Tailor gamification strategies to fit the particular context of the dashboard and its users. For instance, a dashboard used primar- ily for tracking performance metrics might benefit from competitive elements like leaderboards, while one used for educational purposes might better utilize achievement systems to encourage learning and retention."
D043.047,Balance and relevance: Ensure that gamification elements do not over- whelm the primary content and functionality of the dashboard. They should provide a balanced enhancement that keeps users engaged without detracting from the main purposes of the tool,Balance and relevance,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Balance and relevance: Balance and relevance: Ensure that gamification elements do not over- whelm the primary content and functionality of the dashboard. They should provide a balanced enhancement that keeps users engaged without detracting from the main purposes of the tool
D043.048,"Incremental implementation: Start with minimal gamification features and expand them based on user feedback and measurable success. This ap- proach allows for adjustments and enhancements based on actual user inter- action and satisfaction, reducing the risk of overusing gamified elements",Incremental implementation,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,"Incremental implementation: Incremental implementation: Start with minimal gamification features and expand them based on user feedback and measurable success. This ap- proach allows for adjustments and enhancements based on actual user inter- action and satisfaction, reducing the risk of overusing gamified elements"
D044.001,"When choosing the dashboard layout, we found it is necessary to consider visualization size and density.","When choosing the dashboard layout, we found it is necessary to consider visualization size and density. ",,,,,"four companies: Youneeq, a company that provides a recommendation engine for online media publishers designed to get readers more engaged in their media content; Trusterra Technologies, a company that created a platform for documenting safety events in the workplace; Tutela Technologies, a company concerned with telecommunications network performance; and Ocean Networks Canada (ONC), a nonprofit that collects and analyzes ocean and seismic data. For simplicity, we will refer to all of them as our “industrial partners.”",Nonspecific,Undefined,Maria-Elena Froese; Melanie Tory,Lessons Learned from Designing Visualization Dashboards,2016,IEEE Computer Graphics and Applications,IEEE search,Research Paper,Interesting research but potentially too specific,4,https://ieeexplore.ieee.org/document/7426275,"When choosing the dashboard layout, we found it is necessary to consider visualization size and density. : When choosing the dashboard layout, we found it is necessary to consider visualization size and density."
D044.002,"Working with our industry partners, we learned it is critical to establish expectations around research versus development.","Working with our industry partners, we learned it is critical to establish expectations around research versus development.",,,,,"four companies: Youneeq, a company that provides a recommendation engine for online media publishers designed to get readers more engaged in their media content; Trusterra Technologies, a company that created a platform for documenting safety events in the workplace; Tutela Technologies, a company concerned with telecommunications network performance; and Ocean Networks Canada (ONC), a nonprofit that collects and analyzes ocean and seismic data. For simplicity, we will refer to all of them as our “industrial partners.”",Nonspecific,Undefined,Maria-Elena Froese; Melanie Tory,Lessons Learned from Designing Visualization Dashboards,2016,IEEE Computer Graphics and Applications,IEEE search,Research Paper,Interesting research but potentially too specific,4,https://ieeexplore.ieee.org/document/7426275,"Working with our industry partners, we learned it is critical to establish expectations around research versus development.: Working with our industry partners, we learned it is critical to establish expectations around research versus development."
D045.001,Data exploration: H1: The dashboard supports specific analytical questions or tasks.,Data exploration,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Data exploration: Data exploration: H1: The dashboard supports specific analytical questions or tasks.
D045.002,Data exploration: H2: The user should be able to explore the data using the dashboard.,Data exploration,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Data exploration: Data exploration: H2: The user should be able to explore the data using the dashboard.
D045.003,Data exploration: H3: It is clear to the user where they need to start interacting with the dashboard.,Data exploration,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Data exploration: Data exploration: H3: It is clear to the user where they need to start interacting with the dashboard.
D045.004,Data exploration: H4: The charts in the dashboard support tasks that represent the overall intended goal to the user.,Data exploration,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Data exploration: Data exploration: H4: The charts in the dashboard support tasks that represent the overall intended goal to the user.
D045.005,"Reading order: H5: There is a clear reading order within the dashboard and is it logical (e.g., top-down, bottomup).",Reading order,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Reading order: Reading order: H5: There is a clear reading order within the dashboard and is it logical (e.g., top-down, bottomup)."
D045.006,"Descriptive text: H6: The text in the dashboard is legible, easy to read, and useful. The different parts of the chart (e.g. titles, captions, or narration) are well-described.",Descriptive text,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Descriptive text: Descriptive text: H6: The text in the dashboard is legible, easy to read, and useful. The different parts of the chart (e.g. titles, captions, or narration) are well-described."
D045.007,"Data exploration: H7: The charts in the dashboard clearly identify, compare, or summarize a particular aspect of the data.",Data exploration,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Data exploration: Data exploration: H7: The charts in the dashboard clearly identify, compare, or summarize a particular aspect of the data."
D045.008,"Layout: H8: The layout, placement of charts, and the flow in the visualization should be easy to follow.",Layout,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Layout: Layout: H8: The layout, placement of charts, and the flow in the visualization should be easy to follow."
D045.009,"Visual style: H9: The visual systems in place (e.g., a consistent font and color brand) provide guidance in understanding the analysis.",Visual style:,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Visual style:: Visual style: H9: The visual systems in place (e.g., a consistent font and color brand) provide guidance in understanding the analysis."
D045.010,"Visual style: H10: There is a clear and consistent visual style for elements such as titles, axes, and colors.",Visual style:,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Visual style:: Visual style: H10: There is a clear and consistent visual style for elements such as titles, axes, and colors."
D045.011,Symbolic conventions: H11: The conventions used in the dashboard such as icons are easy to understand for the user.,Symbolic conventions,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Symbolic conventions: Symbolic conventions: H11: The conventions used in the dashboard such as icons are easy to understand for the user.
D045.012,"Visual style: H12: There are consistent rules for the formatting of elements such as gridlines, borders, and supporting ink elements.",Visual style:,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Visual style:: Visual style: H12: There are consistent rules for the formatting of elements such as gridlines, borders, and supporting ink elements."
D045.013,"Bias: H13: The dashboard should disclose any biases. These can include the author's personal biases, design biases, and/or biases in the data.",Bias,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Bias: Bias: H13: The dashboard should disclose any biases. These can include the author's personal biases, design biases, and/or biases in the data."
D045.014,"Provenance: H14: The dashboard should communicate where the data came from, and what steps were taken to prepare the data.",Provenance,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Provenance: Provenance: H14: The dashboard should communicate where the data came from, and what steps were taken to prepare the data."
D045.015,Level of detail: H15: Charts within the dashboard are at the appropriate level of detail to convey the intended message.,Level of detail,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Level of detail: Level of detail: H15: Charts within the dashboard are at the appropriate level of detail to convey the intended message.
D045.016,"Presentation: H16: There is a clear presentation of context, theme, and detail as part of the analytical exploration with the dashboard.",Presentation,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Presentation: Presentation: H16: There is a clear presentation of context, theme, and detail as part of the analytical exploration with the dashboard."
D045.017,Symbolic conventions: H17: The dashboard employs visual symbols and iconography to add meaning to the data being presented or help support the intended message.,Symbolic conventions,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Symbolic conventions: Symbolic conventions: H17: The dashboard employs visual symbols and iconography to add meaning to the data being presented or help support the intended message.
D045.018,"Symbolic conventions: H18: If there are icons and symbols in the dashboard, the semantics of their placement and appearance are helpful to communicate patterns in the data. (e.g., changing a plane icon’s location and direction for arrival vs. departure)",Symbolic conventions,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Symbolic conventions: Symbolic conventions: H18: If there are icons and symbols in the dashboard, the semantics of their placement and appearance are helpful to communicate patterns in the data. (e.g., changing a plane icon’s location and direction for arrival vs. departure)"
D045.019,Symbolic conventions: H19: The iconography supports or potentially replaces repetitive text directives.,Symbolic conventions,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Symbolic conventions: Symbolic conventions: H19: The iconography supports or potentially replaces repetitive text directives.
D045.020,"Communication of concepts: H20: Concepts or metrics (e.g., date formats , time, currency, measurement) are either easily understandable or clearly defined in the dashboard.",Communication of concepts,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Communication of concepts: Communication of concepts: H20: Concepts or metrics (e.g., date formats , time, currency, measurement) are either easily understandable or clearly defined in the dashboard."
D045.021,Context: H21: There is sufficient contextual information that describes what the dashboard is about.,Context,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Context: Context: H21: There is sufficient contextual information that describes what the dashboard is about.
D045.022,Context: H22: The charts within the dashboard make sense as an overall composition to help situate or contextualize the user.,Context,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Context: Context: H22: The charts within the dashboard make sense as an overall composition to help situate or contextualize the user.
D045.023,Descriptive text: H23: The text in the dashboard should emphasize the most salient points of what the visuals in the dashboard convey.,Descriptive text,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Descriptive text: Descriptive text: H23: The text in the dashboard should emphasize the most salient points of what the visuals in the dashboard convey.
D045.024,Style/Mood: H24: The dashboard communicates a certain style or mood to the user.,Style/Mood,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Style/Mood: Style/Mood: H24: The dashboard communicates a certain style or mood to the user.
D045.025,Interactivity: H25: The dashboard is interactive and supports the user in completing a new analytical task or starting a new line of inquiry.,Interactivity,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Interactivity: Interactivity: H25: The dashboard is interactive and supports the user in completing a new analytical task or starting a new line of inquiry.
D045.026,Interactivity: H26: Tasks in the dashboard should be achieved with minimal friction.,Interactivity,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Interactivity: Interactivity: H26: Tasks in the dashboard should be achieved with minimal friction.
